     z                                 Umean                      Ruu                      Ruv                        Ruw                      Rvu                        Rvv                      Rvw                    Rwu                       Rwv                  Rww
3.246028855660014478e-02 2.151145276767375947e+01 1.589246453051148089e+00 3.336350199495902082e-03 -3.798625222088372611e-01 3.336350199495902082e-03 7.672892807080911037e-01 -2.342555936004146034e-05 -3.798625222088372611e-01 -2.342555936004146034e-05 6.270422544836194989e-01
3.341278434982032641e-02 2.158381514460925032e+01 1.538249038839954119e+00 3.695888111941917145e-03 -3.656073276726771182e-01 3.695888111941917145e-03 7.441114592189338461e-01 -1.437663493680249669e-04 -3.656073276726771182e-01 -1.437663493680249669e-04 6.129087773679963158e-01
3.438168455683476843e-02 2.165471492475778703e+01 1.487474151971106773e+00 4.045680506400158201e-03 -3.512183185470247881e-01 4.045680506400158201e-03 7.211756352052185459e-01 -2.473783445833812808e-04 -3.512183185470247881e-01 -2.473783445833812808e-04 5.989113368291612005e-01
3.536665854836983092e-02 2.172385360093815621e+01 1.437449465007347493e+00 4.392830915914519921e-03 -3.367485721127323473e-01 4.392830915914519921e-03 6.983699340447522275e-01 -2.920452156505464109e-04 -3.367485721127323473e-01 -2.920452156505464109e-04 5.851513984030155546e-01
3.636733971664909970e-02 2.179134062564756746e+01 1.387861885318826261e+00 4.754377766003251883e-03 -3.222125795823022054e-01 4.754377766003251883e-03 6.758050985901752350e-01 -2.544605748794690880e-04 -3.222125795823022054e-01 -2.544605748794690880e-04 5.716666073412662863e-01
3.738332533514707873e-02 2.185680142182372521e+01 1.338650976689066185e+00 4.917772574610902205e-03 -3.076568372969039067e-01 4.917772574610902205e-03 6.538791664178998930e-01 -1.441724001692703616e-04 -3.076568372969039067e-01 -1.441724001692703616e-04 5.585194908240438405e-01
3.841417657115026724e-02 2.192031462786664520e+01 1.289790524353652490e+00 4.896052656358246095e-03 -2.930353387805432752e-01 4.896052656358246095e-03 6.325881636221110105e-01 -6.808437985130880762e-05 -2.930353387805432752e-01 -6.808437985130880762e-05 5.456539303925033169e-01
3.945941865783648278e-02 2.198149171271106184e+01 1.241715502011877081e+00 4.653695083749696641e-03 -2.783487031077729879e-01 4.653695083749696641e-03 6.119997651196468214e-01 -3.479758257336435857e-05 -2.783487031077729879e-01 -3.479758257336435857e-05 5.331311985948089527e-01
4.051854123159468607e-02 2.204054169492612303e+01 1.194361976789710234e+00 4.381631743259977417e-03 -2.635186615305122881e-01 4.381631743259977417e-03 5.919554442776324699e-01 -4.044818281629573522e-05 -2.635186615305122881e-01 -4.044818281629573522e-05 5.209436981959765234e-01
4.159099883920511220e-02 2.209720261835618516e+01 1.148023854344577543e+00 4.452022733367562782e-03 -2.485146375827640974e-01 4.452022733367562782e-03 5.725591151993170147e-01 -6.906821623352213271e-05 -2.485146375827640974e-01 -6.906821623352213271e-05 5.091709116392147960e-01
4.267621161828770437e-02 2.215158238710869298e+01 1.102859103580284605e+00 4.691531641017838289e-03 -2.334218896749385153e-01 4.691531641017838289e-03 5.539338811988552269e-01 -1.216583041536446866e-04 -2.334218896749385153e-01 -1.216583041536446866e-04 4.978781051164830052e-01
4.377356615311930182e-02 2.220341764746534352e+01 1.059129570469575565e+00 4.787203629065973215e-03 -2.183048039120838446e-01 4.787203629065973215e-03 5.364735692925222121e-01 -1.822232390840697010e-04 -2.183048039120838446e-01 -1.822232390840697010e-04 4.871298705108107474e-01
4.488241650652645409e-02 2.225279278818664963e+01 1.016698002707234982e+00 4.577786019358465706e-03 -2.031545454079974888e-01 4.577786019358465706e-03 5.200843545945291746e-01 -2.150919549723633853e-04 -2.031545454079974888e-01 -2.150919549723633853e-04 4.768798054596236624e-01
4.600208542709739723e-02 2.229942692035270824e+01 9.757879584326801803e-01 4.139809457102777875e-03 -1.879483367057053489e-01 4.139809457102777875e-03 5.047136640763725257e-01 -2.260202502642260985e-04 -1.879483367057053489e-01 -2.260202502642260985e-04 4.672471459513602987e-01
4.713186572943943442e-02 2.234327854234931721e+01 9.366229152998893914e-01 3.635358491072728914e-03 -1.727030687020787436e-01 3.635358491072728914e-03 4.900824064699467186e-01 -2.641116250136685663e-04 -1.727030687020787436e-01 -2.641116250136685663e-04 4.582538197990208007e-01
4.827102184365573284e-02 2.238404736342765844e+01 8.995611406286475598e-01 3.014780639442664074e-03 -1.574238179747381727e-01 3.014780639442664074e-03 4.762823506650988303e-01 -2.649722601264420168e-04 -1.574238179747381727e-01 -2.649722601264420168e-04 4.499246037350839167e-01
4.941879152864690761e-02 2.242162617950588555e+01 8.647754379907620637e-01 2.366995490533269596e-03 -1.421481868692237027e-01 2.366995490533269596e-03 4.634931454811929696e-01 -2.605371468578888353e-04 -1.421481868692237027e-01 -2.605371468578888353e-04 4.422732222707524419e-01
5.057438774228053407e-02 2.245575011825315670e+01 8.325218783708671078e-01 1.757647463920982128e-03 -1.268818526591065365e-01 1.757647463920982128e-03 4.518816238324595558e-01 -2.326611201144238874e-04 -1.268818526591065365e-01 -2.326611201144238874e-04 4.353502690374568829e-01
5.173700065993578484e-02 2.248628663524279503e+01 8.033067785106231540e-01 1.212020329161844334e-03 -1.115306653033842632e-01 1.212020329161844334e-03 4.414037982691018658e-01 -1.592984729756088383e-04 -1.115306653033842632e-01 -1.592984729756088383e-04 4.292110525066828441e-01
5.290579983144471504e-02 2.251317618512977603e+01 7.775242632781355079e-01 7.514439458279274483e-04 -9.605723896732984435e-02 7.514439458279274483e-04 4.321770827999172337e-01 -8.493841959646387604e-05 -9.605723896732984435e-02 -8.493841959646387604e-05 4.238951582116173844e-01
5.407993646503657381e-02 2.253632787662487402e+01 7.554245888912104467e-01 3.911387008152921048e-04 -8.051176461350742497e-02 3.911387008152921048e-04 4.243048625299692400e-01 -6.275879289161133347e-05 -8.051176461350742497e-02 -6.275879289161133347e-05 4.194046578453403673e-01
5.525854582557033351e-02 2.255571765440197041e+01 7.368622948713083876e-01 1.195539140318721479e-04 -6.493035875270791735e-02 1.195539140318721479e-04 4.179260495069925807e-01 -8.451593953602665557e-05 -6.493035875270791735e-02 -8.451593953602665557e-05 4.156956152515892677e-01
5.644074973313264326e-02 2.257113424291367920e+01 7.221459348455488980e-01 -6.522201971701543487e-05 -4.937876743694763482e-02 -6.522201971701543487e-05 4.131481890286738401e-01 -1.236634295898121670e-04 -4.937876743694763482e-02 -1.236634295898121670e-04 4.128037439196720060e-01
5.762565914700375908e-02 2.258260418442523587e+01 7.112582031171431618e-01 -2.129319595426742919e-04 -3.389255754912646329e-02 -2.129319595426742919e-04 4.096604592582490101e-01 -1.700762142908823912e-04 -3.389255754912646329e-02 -1.700762142908823912e-04 4.107380370039405149e-01
5.881237681906969356e-02 2.258978721650757393e+01 7.044667881225756823e-01 -3.068055449558389734e-04 -1.845141168993551239e-02 -3.068055449558389734e-04 4.075156552409953670e-01 -1.377215705286838582e-04 -1.845141168993551239e-02 -1.377215705286838582e-04 4.095001227987050685e-01
5.999999999999999778e-02 2.259286340510665170e+01 7.015401963929811524e-01 -3.512194615377567971e-04 -3.039143288906542145e-03 -3.512194615377567971e-04 4.065963191133334931e-01 -2.609377531360038846e-05 -3.039143288906542145e-03 -2.609377531360038846e-05 4.089860019337556163e-01
6.118762318093030894e-02 2.259286340510665170e+01 7.015401963929811524e-01 -3.512194615377567971e-04 3.039143288906542145e-03 -3.512194615377567971e-04 4.065963191133334931e-01 -2.609377531360038846e-05 -3.039143288906542145e-03 -2.609377531360038846e-05 4.089860019337556163e-01
6.237434085299624342e-02 2.259286340510665170e+01 7.015401963929811524e-01 -3.512194615377567971e-04 3.039143288906542145e-03 -3.512194615377567971e-04 4.065963191133334931e-01 -2.609377531360038846e-05 -3.039143288906542145e-03 -2.609377531360038846e-05 4.089860019337556163e-01
6.355925026686735924e-02 2.258978721650757393e+01 7.044667881225756823e-01 -3.068055449558389734e-04 1.845141168993551239e-02 -3.068055449558389734e-04 4.075156552409953670e-01 -1.377215705286838582e-04 -1.845141168993551239e-02 -1.377215705286838582e-04 4.095001227987050685e-01
6.474145417442965511e-02 2.258260418442523587e+01 7.112582031171431618e-01 -2.129319595426742919e-04 3.389255754912646329e-02 -2.129319595426742919e-04 4.096604592582490101e-01 -1.700762142908823912e-04 -3.389255754912646329e-02 -1.700762142908823912e-04 4.107380370039405149e-01
6.592006353496342175e-02 2.257113424291367920e+01 7.221459348455488980e-01 -6.522201971701543487e-05 4.937876743694763482e-02 -6.522201971701543487e-05 4.131481890286738401e-01 -1.236634295898121670e-04 -4.937876743694763482e-02 -1.236634295898121670e-04 4.128037439196720060e-01
6.709420016855527358e-02 2.255571765440197041e+01 7.368622948713083876e-01 1.195539140318721479e-04 6.493035875270791735e-02 1.195539140318721479e-04 4.179260495069925807e-01 -8.451593953602665557e-05 -6.493035875270791735e-02 -8.451593953602665557e-05 4.156956152515892677e-01
6.826299934006421766e-02 2.253632787662487402e+01 7.554245888912104467e-01 3.911387008152921048e-04 8.051176461350742497e-02 3.911387008152921048e-04 4.243048625299692400e-01 -6.275879289161133347e-05 -8.051176461350742497e-02 -6.275879289161133347e-05 4.194046578453403673e-01
6.942561225771946842e-02 2.251317618512977603e+01 7.775242632781355079e-01 7.514439458279274483e-04 9.605723896732984435e-02 7.514439458279274483e-04 4.321770827999172337e-01 -8.493841959646387604e-05 -9.605723896732984435e-02 -8.493841959646387604e-05 4.238951582116173844e-01
7.058120847135308795e-02 2.248628663524279503e+01 8.033067785106231540e-01 1.212020329161844334e-03 1.115306653033842632e-01 1.212020329161844334e-03 4.414037982691018658e-01 -1.592984729756088383e-04 -1.115306653033842632e-01 -1.592984729756088383e-04 4.292110525066828441e-01
7.172897815634426966e-02 2.245575011825315670e+01 8.325218783708671078e-01 1.757647463920982128e-03 1.268818526591065365e-01 1.757647463920982128e-03 4.518816238324595558e-01 -2.326611201144238874e-04 -1.268818526591065365e-01 -2.326611201144238874e-04 4.353502690374568829e-01
7.286813427056056114e-02 2.242162617950588555e+01 8.647754379907620637e-01 2.366995490533269596e-03 1.421481868692237027e-01 2.366995490533269596e-03 4.634931454811929696e-01 -2.605371468578888353e-04 -1.421481868692237027e-01 -2.605371468578888353e-04 4.422732222707524419e-01
7.399791457290259833e-02 2.238404736342765844e+01 8.995611406286475598e-01 3.014780639442664074e-03 1.574238179747381727e-01 3.014780639442664074e-03 4.762823506650988303e-01 -2.649722601264420168e-04 -1.574238179747381727e-01 -2.649722601264420168e-04 4.499246037350839167e-01
7.511758349347354147e-02 2.234327854234931721e+01 9.366229152998893914e-01 3.635358491072728914e-03 1.727030687020787436e-01 3.635358491072728914e-03 4.900824064699467186e-01 -2.641116250136685663e-04 -1.727030687020787436e-01 -2.641116250136685663e-04 4.582538197990208007e-01
7.622643384688070067e-02 2.229942692035270824e+01 9.757879584326801803e-01 4.139809457102777875e-03 1.879483367057053489e-01 4.139809457102777875e-03 5.047136640763725257e-01 -2.260202502642260985e-04 -1.879483367057053489e-01 -2.260202502642260985e-04 4.672471459513602987e-01
7.732378838171229118e-02 2.225279278818664963e+01 1.016698002707234982e+00 4.577786019358465706e-03 2.031545454079974888e-01 4.577786019358465706e-03 5.200843545945291746e-01 -2.150919549723633853e-04 -2.031545454079974888e-01 -2.150919549723633853e-04 4.768798054596236624e-01
7.840900116079486948e-02 2.220341764746534352e+01 1.059129570469575565e+00 4.787203629065973215e-03 2.183048039120838446e-01 4.787203629065973215e-03 5.364735692925222121e-01 -1.822232390840697010e-04 -2.183048039120838446e-01 -1.822232390840697010e-04 4.871298705108107474e-01
7.948145876840530255e-02 2.215158238710869298e+01 1.102859103580284605e+00 4.691531641017838289e-03 2.334218896749385153e-01 4.691531641017838289e-03 5.539338811988552269e-01 -1.216583041536446866e-04 -2.334218896749385153e-01 -1.216583041536446866e-04 4.978781051164830052e-01
8.054058134216351972e-02 2.209720261835618516e+01 1.148023854344577543e+00 4.452022733367562782e-03 2.485146375827640974e-01 4.452022733367562782e-03 5.725591151993170147e-01 -6.906821623352213271e-05 -2.485146375827640974e-01 -6.906821623352213271e-05 5.091709116392147960e-01
8.158582342884973526e-02 2.204054169492612303e+01 1.194361976789710234e+00 4.381631743259977417e-03 2.635186615305122881e-01 4.381631743259977417e-03 5.919554442776324699e-01 -4.044818281629573522e-05 -2.635186615305122881e-01 -4.044818281629573522e-05 5.209436981959765234e-01
8.261667466485290989e-02 2.198149171271106184e+01 1.241715502011877081e+00 4.653695083749696641e-03 2.783487031077729879e-01 4.653695083749696641e-03 6.119997651196468214e-01 -3.479758257336435857e-05 -2.783487031077729879e-01 -3.479758257336435857e-05 5.331311985948089527e-01
8.363266028335089586e-02 2.192031462786664520e+01 1.289790524353652490e+00 4.896052656358246095e-03 2.930353387805432752e-01 4.896052656358246095e-03 6.325881636221110105e-01 -6.808437985130880762e-05 -2.930353387805432752e-01 -6.808437985130880762e-05 5.456539303925033169e-01
8.463334145163016464e-02 2.185680142182372521e+01 1.338650976689066185e+00 4.917772574610902205e-03 3.076568372969039067e-01 4.917772574610902205e-03 6.538791664178998930e-01 -1.441724001692703616e-04 -3.076568372969039067e-01 -1.441724001692703616e-04 5.585194908240438405e-01
8.561831544316522713e-02 2.179134062564756746e+01 1.387861885318826261e+00 4.754377766003251883e-03 3.222125795823022054e-01 4.754377766003251883e-03 6.758050985901752350e-01 -2.544605748794690880e-04 -3.222125795823022054e-01 -2.544605748794690880e-04 5.716666073412662863e-01
8.658721565017966915e-02 2.172385360093815621e+01 1.437449465007347493e+00 4.392830915914519921e-03 3.367485721127323473e-01 4.392830915914519921e-03 6.983699340447522275e-01 -2.920452156505464109e-04 -3.367485721127323473e-01 -2.920452156505464109e-04 5.851513984030155546e-01
8.753971144339985078e-02 2.165471492475778703e+01 1.487474151971106773e+00 4.045680506400158201e-03 3.512183185470247881e-01 4.045680506400158201e-03 7.211756352052185459e-01 -2.473783445833812808e-04 -3.512183185470247881e-01 -2.473783445833812808e-04 5.989113368291612005e-01
8.847550788657829179e-02 2.158381514460925032e+01 1.538249038839954119e+00 3.695888111941917145e-03 3.656073276726771182e-01 3.695888111941917145e-03 7.441114592189338461e-01 -1.437663493680249669e-04 -3.656073276726771182e-01 -1.437663493680249669e-04 6.129087773679963158e-01
8.939434531410604678e-02 2.151145276767375947e+01 1.589246453051148089e+00 3.336350199495902082e-03 3.798625222088372611e-01 3.336350199495902082e-03 7.672892807080911037e-01 -2.342555936004146034e-05 -3.798625222088372611e-01 -2.342555936004146034e-05 6.270422544836194989e-01
9.029599878064971386e-02 2.143752627213530815e+01 1.640236922016540033e+00 3.034044163196679324e-03 3.939953136062354089e-01 3.034044163196679324e-03 7.906427750178672831e-01 3.974010247074091318e-05 -3.939953136062354089e-01 3.974010247074091318e-05 6.412924747827141170e-01
9.118027739223943939e-02 2.136227909239552147e+01 1.691084691447374944e+00 2.846047611400247257e-03 4.080443707043619472e-01 2.846047611400247257e-03 8.140683964611149515e-01 7.245121440820968036e-05 -4.080443707043619472e-01 7.245121440820968036e-05 6.556849311947751113e-01
9.204702352860306969e-02 2.128566063429730804e+01 1.741727481684310685e+00 2.738919667235518822e-03 4.220354704576081972e-01 2.738919667235518822e-03 8.377891568651321119e-01 1.019665844897932544e-04 -4.220354704576081972e-01 1.019665844897932544e-04 6.703056870973289616e-01
9.289611196679031790e-02 2.120787427951168169e+01 1.792057849593736041e+00 2.507916880099453610e-03 4.358807527151514760e-01 2.507916880099453610e-03 8.616246667928906255e-01 1.389390099119618279e-04 -4.358807527151514760e-01 1.389390099119618279e-04 6.851180564278716023e-01
9.372744891626896835e-02 2.112868713489193695e+01 1.842092344389617553e+00 2.385621397375263433e-03 4.495652593123000695e-01 2.385621397375263433e-03 8.852729198741158267e-01 2.007342302368106748e-04 -4.495652593123000695e-01 2.007342302368106748e-04 7.000797066048604078e-01
9.454097097570389463e-02 2.104836733487471179e+01 1.891905449899484060e+00 2.280905591044691226e-03 4.630971043479242266e-01 2.280905591044691226e-03 9.085935120628394479e-01 2.526552486843507399e-04 -4.630971043479242266e-01 2.526552486843507399e-04 7.150541886321345464e-01
9.533664402156263873e-02 2.096684503582978820e+01 1.941508474105140714e+00 2.155068908297965487e-03 4.764329469228365532e-01 2.155068908297965487e-03 9.315164812128663430e-01 2.984948480699604542e-04 -4.764329469228365532e-01 2.984948480699604542e-04 7.299471041393063020e-01
9.611446203853288295e-02 2.088435881238314096e+01 1.991223692661985067e+00 2.223578743769653431e-03 4.895998151611126725e-01 2.223578743769653431e-03 9.542742209905789030e-01 3.319832604036625505e-04 -4.895998151611126725e-01 3.319832604036625505e-04 7.446804847595897003e-01
9.687444590149682511e-02 2.080069939099228193e+01 2.041228171414525505e+00 2.544466490232825690e-03 5.026611422006134200e-01 2.544466490232825690e-03 9.768086762224619246e-01 3.223489868315688512e-04 -5.026611422006134200e-01 3.223489868315688512e-04 7.593123593028747731e-01
9.761664211849853390e-02 2.071587050594782298e+01 2.091431154225989797e+00 2.892079909208955611e-03 5.156156240904382626e-01 2.892079909208955611e-03 9.994380675787961632e-01 3.392824151163723696e-04 -5.156156240904382626e-01 3.392824151163723696e-04 7.738442251389302529e-01
9.834112154376459247e-02 2.062983078266378101e+01 2.142054021120090468e+00 3.198625943364011553e-03 5.284922204578487159e-01 3.198625943364011553e-03 1.022104960458756873e+00 3.196896110383054654e-04 -5.284922204578487159e-01 3.196896110383054654e-04 7.882252303750981737e-01
9.904797806941521843e-02 2.054280723750585480e+01 2.192777716239678654e+00 3.443292979060202409e-03 5.412412852491198523e-01 3.443292979060202409e-03 1.044366626869331904e+00 2.188866501309722824e-04 -5.412412852491198523e-01 2.188866501309722824e-04 8.024936726489857453e-01
9.973732730403160607e-02 2.045493227792624680e+01 2.243084386921364359e+00 3.632116924204651515e-03 5.537778608403040037e-01 3.632116924204651515e-03 1.066386470059115243e+00 1.364254617823856548e-04 -5.537778608403040037e-01 1.364254617823856548e-04 8.166575999315617285e-01
1.004093052457434576e-01 2.036620673863346909e+01 2.293016159463503012e+00 3.717624040507953431e-03 5.661134763357551503e-01 3.717624040507953431e-03 1.088164360793045349e+00 4.188094869160301681e-05 -5.661134763357551503e-01 4.188094869160301681e-05 8.306723184669940752e-01
1.010640669569703998e-01 2.027669330864057784e+01 2.342971258842161397e+00 3.566165907748801520e-03 5.782631621282211531e-01 3.566165907748801520e-03 1.109824958151674146e+00 -6.700677729905131171e-05 -5.782631621282211531e-01 -6.700677729905131171e-05 8.444752599961287132e-01
1.017017852474045719e-01 2.018611318714199498e+01 2.393347277319168409e+00 3.392531704748603504e-03 5.902384670778012543e-01 3.392531704748603504e-03 1.131257387541979353e+00 -1.869286589427594032e-04 -5.902384670778012543e-01 -1.869286589427594032e-04 8.579928941230103856e-01
1.023226493712643820e-01 2.009464090511194101e+01 2.443504396504396325e+00 3.332465490578643847e-03 6.019623519615580065e-01 3.332465490578643847e-03 1.152391860204516227e+00 -2.858387376959597211e-04 -6.019623519615580065e-01 -2.858387376959597211e-04 8.712288711057808444e-01
1.029268637442894985e-01 2.000207822416599512e+01 2.493272094011108386e+00 3.468786123777169248e-03 6.134450777635650498e-01 3.468786123777169248e-03 1.173656746097983428e+00 -3.245996944765677382e-04 -6.134450777635650498e-01 -3.245996944765677382e-04 8.842341012016600166e-01
1.035146466853889002e-01 1.990857536108479309e+01 2.542729163468421039e+00 3.795730073437495865e-03 6.247801392901133344e-01 3.795730073437495865e-03 1.195180432259891345e+00 -2.935579839485190790e-04 -6.247801392901133344e-01 -2.935579839485190790e-04 8.969820873573960407e-01
1.040862291873056872e-01 1.981418027694498818e+01 2.591662541782023155e+00 3.945828480948375058e-03 6.359482004335731409e-01 3.945828480948375058e-03 1.216646795491845179e+00 -1.824799192411932411e-04 -6.359482004335731409e-01 -1.824799192411932411e-04 9.094728036635046919e-01
1.046418537201255494e-01 1.971870796897149702e+01 2.640410995396779814e+00 3.841998586974448328e-03 6.470131123606198686e-01 3.841998586974448328e-03 1.237743084222930001e+00 -3.292323986082937602e-05 -6.470131123606198686e-01 -3.292323986082937602e-05 9.217511975382167710e-01
1.051817730709381227e-01 1.962235439920517166e+01 2.688813205218479219e+00 3.571621359355770485e-03 6.579926100253219445e-01 3.571621359355770485e-03 1.258518795581801575e+00 1.147222293351753385e-04 -6.579926100253219445e-01 1.147222293351753385e-04 9.338640816204730744e-01
1.057062492224618844e-01 1.952500772900223325e+01 2.737029729531738287e+00 3.028827715351116012e-03 6.687827685944917055e-01 3.028827715351116012e-03 1.278981419276596254e+00 1.957460947344909013e-04 -6.687827685944917055e-01 1.957460947344909013e-04 9.458369355630844577e-01
1.062155522729695822e-01 1.942673060055184209e+01 2.785078074043721319e+00 2.336960973645677009e-03 6.792842896824041743e-01 2.336960973645677009e-03 1.299452858162638114e+00 2.339207393173753694e-04 -6.792842896824041743e-01 2.339207393173753694e-04 9.575961605178031633e-01
1.067099593994031842e-01 1.932763498234539412e+01 2.832981001913225327e+00 1.679004085605139297e-03 6.895339889230593933e-01 1.679004085605139297e-03 1.320194429998699626e+00 2.415345465378641550e-04 -6.895339889230593933e-01 2.415345465378641550e-04 9.690576176402242448e-01
1.071897538651457732e-01 1.922749230266211740e+01 2.880751200396095335e+00 1.048640025757234875e-03 6.996389054926008821e-01 1.048640025757234875e-03 1.341070705229354010e+00 1.839740849784499198e-04 -6.996389054926008821e-01 1.839740849784499198e-04 9.802284860535857014e-01
1.076552240735265675e-01 1.912645675865451977e+01 2.927968195930584994e+00 6.517751956135002783e-04 7.096146998962351571e-01 6.517751956135002783e-04 1.361734878623736877e+00 9.843728684554817502e-05 -7.096146998962351571e-01 9.843728684554817502e-05 9.911404621814399185e-01
1.081066626677720799e-01 1.902445157456821789e+01 2.974352536304129213e+00 4.192402996390383308e-04 7.193153718150516740e-01 4.192402996390383308e-04 1.382061148115140137e+00 1.130060648137914411e-04 -7.193153718150516740e-01 1.130060648137914411e-04 1.001806823866776330e+00
1.085443656777839716e-01 1.892107441041414262e+01 3.019937754273599673e+00 4.352967759687361533e-04 7.287416931334622650e-01 4.352967759687361533e-04 1.402238773005498373e+00 1.787592430329257211e-04 -7.287416931334622650e-01 1.787592430329257211e-04 1.012255293417900992e+00
1.089686317138198607e-01 1.881652942689055408e+01 3.065023734002075173e+00 5.864466766416279436e-04 7.379797286361707842e-01 5.864466766416279436e-04 1.422430692074895253e+00 2.255884449936272152e-04 -7.379797286361707842e-01 2.255884449936272152e-04 1.022523583573202499e+00
1.093797612068801856e-01 1.871081836450082747e+01 3.109877001442963973e+00 8.696229139957443403e-04 7.470533586299791251e-01 8.696229139957443403e-04 1.442551796110729700e+00 2.469208469583217009e-04 -7.470533586299791251e-01 2.469208469583217009e-04 1.032607950244506911e+00
1.097780556953574238e-01 1.860371523222016776e+01 3.154404369785741125e+00 1.084938065948431963e-03 7.558536188990910842e-01 1.084938065948431963e-03 1.462817286522209992e+00 2.156462212804009597e-04 -7.558536188990910842e-01 2.156462212804009597e-04 1.042429820817768915e+00
1.101638171572865699e-01 1.849533437649812484e+01 3.198250145179306170e+00 1.417916409563588958e-03 7.644050319517621261e-01 1.417916409563588958e-03 1.483417935472657989e+00 1.409939138301502060e-04 -7.644050319517621261e-01 1.409939138301502060e-04 1.051931404506708967e+00
1.105373473873434570e-01 1.838569944211748464e+01 3.241419057644419954e+00 1.727679574985469153e-03 7.727444564033717489e-01 1.727679574985469153e-03 1.504151045805616205e+00 6.566862958296076577e-05 -7.727444564033717489e-01 6.566862958296076577e-05 1.061114987271293719e+00
1.108989474175713502e-01 1.827482695676066626e+01 3.283940584049780398e+00 1.850627818290678578e-03 7.808953504701252601e-01 1.850627818290678578e-03 1.525167404546781791e+00 3.463446784675887948e-05 -7.808953504701252601e-01 3.463446784675887948e-05 1.069992644921487601e+00
1.112489169806732126e-01 1.816273842500365987e+01 3.325869030691743777e+00 2.017069989335396399e-03 7.888545828881368127e-01 2.017069989335396399e-03 1.546587669592048186e+00 9.144299398036441636e-05 -7.888545828881368127e-01 9.144299398036441636e-05 1.078605414140790142e+00
1.115875540145870176e-01 1.804965536972405360e+01 3.367024971777567988e+00 2.116382137296283703e-03 7.966072599663402976e-01 2.116382137296283703e-03 1.568252060973666984e+00 2.139086666883139969e-04 -7.966072599663402976e-01 2.139086666883139969e-04 1.086991836708467218e+00
1.119151542069621030e-01 1.793552276941785806e+01 3.407466609564818505e+00 2.019936866052778057e-03 8.041673725314852916e-01 2.019936866052778057e-03 1.590234478235103222e+00 3.258852719582946305e-04 -8.041673725314852916e-01 3.258852719582946305e-04 1.095156802291280096e+00
1.122320105780742761e-01 1.782023318686066204e+01 3.447257596793489753e+00 1.841929315779936016e-03 8.115192140493382444e-01 1.841929315779936016e-03 1.612669667721115196e+00 3.661919323105018893e-04 -8.115192140493382444e-01 3.661919323105018893e-04 1.103059988145667969e+00
1.125384131006552935e-01 1.770351348247060486e+01 3.486758946586761443e+00 1.784082861482908650e-03 8.186760619349194856e-01 1.784082861482908650e-03 1.635478245367497641e+00 3.525084098989649428e-04 -8.186760619349194856e-01 3.525084098989649428e-04 1.110664087896480634e+00
1.128346483550666246e-01 1.758554078190302405e+01 3.526372877426977581e+00 1.820581986843686998e-03 8.256144736524672068e-01 1.820581986843686998e-03 1.658601295047818835e+00 3.298261852673913495e-04 -8.256144736524672068e-01 3.298261852673913495e-04 1.117953686794093349e+00
1.131209992182163615e-01 1.746634930313993905e+01 3.566168130736447672e+00 1.964044078739411552e-03 8.322879579920149373e-01 1.964044078739411552e-03 1.682135715252877750e+00 2.892399601213189834e-04 -8.322879579920149373e-01 2.892399601213189834e-04 1.124921448135119961e+00
1.133977445845997523e-01 1.734594994897215514e+01 3.606213332389167192e+00 1.969410052611938675e-03 8.386941664307728805e-01 1.969410052611938675e-03 1.706036299987528926e+00 2.793826959024194598e-04 -8.386941664307728805e-01 2.793826959024194598e-04 1.131541734040420133e+00
1.136651591178394205e-01 1.722430600170543968e+01 3.646639319159924231e+00 1.768385790315220524e-03 8.448521327250689827e-01 1.768385790315220524e-03 1.730148464243861817e+00 3.426717462061653393e-04 -8.448521327250689827e-01 3.426717462061653393e-04 1.137790640721403124e+00
1.139235130311049837e-01 1.710139849049491900e+01 3.687367457324441489e+00 1.559089069102279936e-03 8.507393247276184844e-01 1.559089069102279936e-03 1.754642507891436720e+00 4.195194054012906415e-04 -8.507393247276184844e-01 4.195194054012906415e-04 1.143639953544586696e+00
1.141730718948067297e-01 1.697709526384663192e+01 3.728644045747842917e+00 1.246984228079745655e-03 8.563416641298818854e-01 1.246984228079745655e-03 1.779725936625991434e+00 4.628953426839632970e-04 -8.563416641298818854e-01 4.628953426839632970e-04 1.149001122337884206e+00
1.144140964699808111e-01 1.685141630795250123e+01 3.770847609175542736e+00 9.239499409407795835e-04 8.616494268655949806e-01 9.239499409407795835e-04 1.805349684133556121e+00 4.504754485341209633e-04 -8.616494268655949806e-01 4.504754485341209633e-04 1.153774401838117525e+00
1.146468425658120072e-01 1.672433308785707951e+01 3.814549729027708835e+00 7.375771888789034057e-04 8.666638877108302497e-01 7.375771888789034057e-04 1.831378611637690446e+00 3.738585984475238742e-04 -8.666638877108302497e-01 3.738585984475238742e-04 1.157879130303296922e+00
1.148715609197767662e-01 1.659578912992628474e+01 3.860115181758279501e+00 5.856984470272353803e-04 8.713994780190819078e-01 5.856984470272353803e-04 1.858015105464344341e+00 2.571937187132887687e-04 -8.713994780190819078e-01 2.571937187132887687e-04 1.161246563075173377e+00
1.150884970989291683e-01 1.646568536142364536e+01 3.908143616764956807e+00 4.599443946000815594e-04 8.758904574883508154e-01 4.599443946000815594e-04 1.885005277570011906e+00 1.364222674090303871e-04 -8.758904574883508154e-01 1.364222674090303871e-04 1.163778557313916995e+00
